plataforma,fecha,campaña,impresiones,clics,costo
Meta Ads,2022-04-29,CAMPAIGN124085,72359,2734,23.306
Meta Ads,2022-04-30,CAMPAIGN124177,334519,8149,168.176
Meta Ads,2022-05-01,CAMPAIGN124177,84135,2823,29.316
Meta Ads,2022-05-02,CAMPAIGN124177,42168,312,11.834
Meta Ads,2022-05-03,CAMPAIGN124368,143221,10045,37.5
Meta Ads,2022-05-04,CAMPAIGN124368,20792,1414,4.5
Meta Ads,2022-05-05,CAMPAIGN123876,711651,39258,166.8580002
Meta Ads,2022-05-06,CAMPAIGN123876,219327,5337,69.246
Meta Ads,2022-05-07,CAMPAIGN124491,49007,5308,15.8
Meta Ads,2022-05-08,CAMPAIGN124465,71143,3495,18.642
Meta Ads,2022-05-09,CAMPAIGN124465,26055,1555,5.156
Meta Ads,2022-05-10,CAMPAIGN123181,8498567,439006,1987.588
Meta Ads,2022-05-11,CAMPAIGN123181,363604,21338,122.532
Meta Ads,2022-05-12,CAMPAIGN123181,71517,1368,32.904
Meta Ads,2022-05-13,CAMPAIGN123181,61354,1269,31.542
Meta Ads,2022-05-14,CAMPAIGN123181,49139,560,20.434
Meta Ads,2022-05-15,CAMPAIGN123194,7414859,468982,1956.206
Meta Ads,2022-05-16,CAMPAIGN123194,421386,19898,96.016
Meta Ads,2022-05-17,CAMPAIGN123194,134181,4516,48.332
Meta Ads,2022-05-18,CAMPAIGN123194,87058,2780,33.956
Meta Ads,2022-05-19,CAMPAIGN123194,85694,2798,29.306
Meta Ads,2022-05-20,CAMPAIGN123194,82755,2029,31.184
Meta Ads,2022-05-21,CAMPAIGN123480,2063070,101988,1406.528
Meta Ads,2022-05-22,CAMPAIGN123480,961917,68695,393.4939998
Meta Ads,2022-05-23,CAMPAIGN123480,294416,16320,287.724
Meta Ads,2022-05-24,CAMPAIGN123480,121324,5527,55.152
Meta Ads,2022-05-25,CAMPAIGN123480,51014,1564,29.266
Meta Ads,2022-05-26,CAMPAIGN123480,35154,499,21.744
Meta Ads,2022-05-27,CAMPAIGN123333,3588563,67206,793.3080002
Meta Ads,2022-05-28,CAMPAIGN123333,3378423,97874,1069.374
Meta Ads,2022-05-29,CAMPAIGN123333,799313,17250,223.978
Meta Ads,2022-05-30,CAMPAIGN123333,155640,2773,44.646
Meta Ads,2022-05-31,CAMPAIGN123333,72051,1182,25.17
Meta Ads,2022-06-01,CAMPAIGN123185,8337903,292642,1694.196
Meta Ads,2022-06-02,CAMPAIGN123185,1071678,52366,377.942
Meta Ads,2022-06-03,CAMPAIGN123185,39567,614,20.074
Meta Ads,2022-06-04,CAMPAIGN123185,32569,577,8.752
Meta Ads,2022-06-05,CAMPAIGN123185,30301,1011,15.454
Meta Ads,2022-06-06,CAMPAIGN123185,20080,203,7.586
Meta Ads,2022-06-07,CAMPAIGN123185,20030,245,8.788
Meta Ads,2022-06-08,CAMPAIGN123185,18533,398,8.024
Meta Ads,2022-06-09,CAMPAIGN123185,17314,177,7.778
Meta Ads,2022-06-10,CAMPAIGN123185,16625,209,7.986
Meta Ads,2022-06-11,CAMPAIGN123355,3231773,108313,1257.204
Meta Ads,2022-06-12,CAMPAIGN123355,1686944,51090,650.88
Meta Ads,2022-06-13,CAMPAIGN123355,485564,8447,137.06
Meta Ads,2022-06-14,CAMPAIGN123355,259717,5262,87.758
Meta Ads,2022-06-15,CAMPAIGN123355,71773,1417,23.474
Meta Ads,2022-06-16,CAMPAIGN124171,337549,4956,516.97
Meta Ads,2022-06-17,CAMPAIGN124171,41268,1336,61.214
Meta Ads,2022-06-18,CAMPAIGN124078,444963,5309,701.9739996
Meta Ads,2022-06-19,CAMPAIGN124078,6534,135,9.686
Meta Ads,2022-06-20,CAMPAIGN124273,234337,3179,344.9920002
Meta Ads,2022-06-21,CAMPAIGN124273,16773,312,27.416
Meta Ads,2022-06-22,CAMPAIGN124273,12932,350,16.844
Meta Ads,2022-06-23,CAMPAIGN124273,6309,229,9.528
Meta Ads,2022-06-24,CAMPAIGN123851,748655,13693,1181.424
Meta Ads,2022-06-25,CAMPAIGN123851,110274,4594,166.702
Meta Ads,2022-06-26,CAMPAIGN123912,651920,8232,1019.952
Meta Ads,2022-06-27,CAMPAIGN123912,12237,155,19.308
Meta Ads,2022-06-28,CAMPAIGN124317,197059,2888,294.3339996
Meta Ads,2022-06-29,CAMPAIGN124317,1090,18,1.464
Meta Ads,2022-06-30,CAMPAIGN124015,523933,6023,793.2980006
Meta Ads,2022-07-01,CAMPAIGN124015,11989,192,16.044
Meta Ads,2022-07-02,CAMPAIGN124513,29079,530,45.836
Meta Ads,2022-07-03,CAMPAIGN124513,16979,312,27.142
Meta Ads,2022-07-04,CAMPAIGN124513,291,8,0.382
Meta Ads,2022-07-05,CAMPAIGN124513,291,5,0.452
Meta Ads,2022-07-06,CAMPAIGN124513,240,4,0.358
Meta Ads,2022-07-07,CAMPAIGN124513,152,3,0.21
Meta Ads,2022-07-08,CAMPAIGN124528,17192,269,26.284
Meta Ads,2022-07-09,CAMPAIGN124528,9541,134,14.618
Meta Ads,2022-07-10,CAMPAIGN124528,2441,41,3.824
Meta Ads,2022-07-11,CAMPAIGN124528,2420,49,3.874
Meta Ads,2022-07-12,CAMPAIGN124528,93,1,0.148
Meta Ads,2022-07-13,CAMPAIGN124528,30,1,0.042
Meta Ads,2022-07-14,CAMPAIGN124528,24,1,0.036
Meta Ads,2022-07-15,CAMPAIGN124528,23,1,0.034
Meta Ads,2022-07-16,CAMPAIGN124528,22,0,0.02
Meta Ads,2022-07-17,CAMPAIGN124528,19,1,0.028
Meta Ads,2022-07-18,CAMPAIGN124528,16,0,0.016
Meta Ads,2022-07-19,CAMPAIGN124528,14,0,0.028
Meta Ads,2022-07-20,CAMPAIGN124528,12,1,0.014
Meta Ads,2022-07-21,CAMPAIGN124528,7,0,0.01
Meta Ads,2022-07-22,CAMPAIGN124528,7,0,0.006
Meta Ads,2022-07-23,CAMPAIGN124537,12007,182,19.632
Meta Ads,2022-07-24,CAMPAIGN124537,10794,157,17.856
Meta Ads,2022-07-25,CAMPAIGN124537,165,5,0.246
Meta Ads,2022-07-26,CAMPAIGN124537,164,2,0.222
Meta Ads,2022-07-27,CAMPAIGN124537,101,1,0.132
Meta Ads,2022-07-28,CAMPAIGN124537,53,4,0.072
Meta Ads,2022-07-29,CAMPAIGN124526,17748,266,28.562
Meta Ads,2022-07-30,CAMPAIGN124526,5566,76,9.072
Meta Ads,2022-07-31,CAMPAIGN124526,3391,49,5.354
Meta Ads,2022-08-01,CAMPAIGN124526,206,2,0.278
Meta Ads,2022-08-02,CAMPAIGN124526,122,1,0.18
Meta Ads,2022-08-03,CAMPAIGN124526,83,1,0.098
Meta Ads,2022-08-04,CAMPAIGN124526,80,2,0.1
Meta Ads,2022-08-05,CAMPAIGN124526,36,3,0.032
Meta Ads,2022-08-06,CAMPAIGN124422,105345,1413,148.958
Meta Ads,2022-08-07,CAMPAIGN124422,11419,161,14.472
Meta Ads,2022-08-08,CAMPAIGN124422,10249,80,15.676
Meta Ads,2022-08-09,CAMPAIGN124422,339,7,0.53
Meta Ads,2022-08-10,CAMPAIGN124324,187207,3463,278.83
Meta Ads,2022-08-11,CAMPAIGN124324,156901,2449,232.3439998
Meta Ads,2022-08-12,CAMPAIGN124324,19173,468,29.938
Meta Ads,2022-08-13,CAMPAIGN124324,13162,432,22.134
Meta Ads,2022-08-14,CAMPAIGN124324,5955,65,9.548
Meta Ads,2022-08-15,CAMPAIGN124324,3648,35,5.76
Meta Ads,2022-08-16,CAMPAIGN124324,640,12,1.098
Meta Ads,2022-08-17,CAMPAIGN124324,345,7,0.54
Meta Ads,2022-08-18,CAMPAIGN124167,341853,8526,65.442
Meta Ads,2022-08-19,CAMPAIGN124167,3773,149,1.196
Meta Ads,2022-08-20,CAMPAIGN124167,1519,54,0.37
Meta Ads,2022-08-21,CAMPAIGN124167,932,24,0.186
Meta Ads,2022-08-22,CAMPAIGN124167,122,2,0.006
Meta Ads,2022-08-23,CAMPAIGN123664,1292933,11430,246.944
Meta Ads,2022-08-24,CAMPAIGN123642,1345318,19562,153.962
Meta Ads,2022-08-25,CAMPAIGN123642,336831,4685,33.992
Meta Ads,2022-08-26,CAMPAIGN123754,987603,7400,207.7600002
Meta Ads,2022-08-27,CAMPAIGN123754,54822,723,25.954
Meta Ads,2022-08-28,CAMPAIGN123754,37285,223,5.482
Meta Ads,2022-08-29,CAMPAIGN123973,568630,14958,130.624
Meta Ads,2022-08-30,CAMPAIGN123973,171676,2175,31.8279998
Meta Ads,2022-08-31,CAMPAIGN123973,81198,996,16.79
Meta Ads,2022-09-01,CAMPAIGN123973,74735,821,8.668
Meta Ads,2022-09-02,CAMPAIGN124432,95195,5073,31.596
Meta Ads,2022-09-03,CAMPAIGN124471,67096,1392,108.0740002
Meta Ads,2022-09-04,CAMPAIGN124471,43826,704,75.05
Meta Ads,2022-09-05,CAMPAIGN124471,39906,623,69.728
Meta Ads,2022-09-06,CAMPAIGN124471,36836,688,59.768
Meta Ads,2022-09-07,CAMPAIGN124471,36416,597,67.726
Meta Ads,2022-09-08,CAMPAIGN124471,32511,538,52.7179998
Meta Ads,2022-09-09,CAMPAIGN124471,19859,332,39.95
Meta Ads,2022-09-10,CAMPAIGN124471,7815,112,23.94
Meta Ads,2022-09-11,CAMPAIGN124416,109482,2573,175.594
Meta Ads,2022-09-12,CAMPAIGN124416,107798,2083,176.0340002
Meta Ads,2022-09-13,CAMPAIGN124416,106787,2162,178.2219998
Meta Ads,2022-09-14,CAMPAIGN124416,76929,1678,130.3679998
Meta Ads,2022-09-15,CAMPAIGN124416,69800,1625,115.528
Meta Ads,2022-09-16,CAMPAIGN124416,65715,1362,107.082
Meta Ads,2022-09-17,CAMPAIGN124376,136377,2283,214.652
Meta Ads,2022-09-18,CAMPAIGN124376,32065,560,50.476
Meta Ads,2022-09-19,CAMPAIGN124376,20744,304,29.446
Meta Ads,2022-09-20,CAMPAIGN124376,351,9,0.538
Meta Ads,2022-09-21,CAMPAIGN124376,279,13,0.448
Meta Ads,2022-09-22,CAMPAIGN124376,99,7,0.15
Meta Ads,2022-09-23,CAMPAIGN123170,9710411,270469,1552.082
Meta Ads,2022-09-24,CAMPAIGN123170,278697,8712,43.918
Meta Ads,2022-09-25,CAMPAIGN123332,3605135,50711,653.9060002
Meta Ads,2022-09-26,CAMPAIGN123332,603155,10265,147.058
Meta Ads,2022-09-27,CAMPAIGN123332,174338,3916,41.042
Meta Ads,2022-09-28,CAMPAIGN123658,1306488,18065,513.4340002
Meta Ads,2022-09-29,CAMPAIGN123658,708019,9215,173.7440002
Meta Ads,2022-09-30,CAMPAIGN123658,439966,5488,173.3560002
Meta Ads,2022-10-01,CAMPAIGN123658,161182,2138,85.914
Meta Ads,2022-10-02,CAMPAIGN123826,792543,15328,1352.722
Meta Ads,2022-10-03,CAMPAIGN123826,121598,2162,200.1019998
Meta Ads,2022-10-04,CAMPAIGN123826,33038,553,57.014
Meta Ads,2022-10-05,CAMPAIGN124318,195198,3500,305.9419998
Meta Ads,2022-10-06,CAMPAIGN124318,168684,3216,254.802
Meta Ads,2022-10-07,CAMPAIGN124318,147562,2563,221.64
Meta Ads,2022-10-08,CAMPAIGN124318,77686,1393,119.356
Meta Ads,2022-10-09,CAMPAIGN123842,759378,12161,1162.276
Meta Ads,2022-10-10,CAMPAIGN123681,1201495,65442,244.146
Meta Ads,2022-10-11,CAMPAIGN123681,37078,1434,2.898
Meta Ads,2022-10-12,CAMPAIGN123657,1307558,75227,246.9220002
Meta Ads,2022-10-13,CAMPAIGN123558,1710223,36236,315.2800004
Meta Ads,2022-10-14,CAMPAIGN123558,131677,2691,30.792
Meta Ads,2022-10-15,CAMPAIGN123346,3384388,56653,710.4959998
Meta Ads,2022-10-16,CAMPAIGN123346,497403,8726,134.584
Meta Ads,2022-10-17,CAMPAIGN123346,18378,834,12.208
Meta Ads,2022-10-18,CAMPAIGN123346,13403,588,8.276
Meta Ads,2022-10-19,CAMPAIGN123346,7594,353,4.928
Meta Ads,2022-10-20,CAMPAIGN123346,7484,313,5.074
Meta Ads,2022-10-21,CAMPAIGN123346,4367,191,3.068
Meta Ads,2022-10-22,CAMPAIGN123346,3627,190,2.812
Meta Ads,2022-10-23,CAMPAIGN123539,1806665,24850,367.3759998
Meta Ads,2022-10-24,CAMPAIGN124331,175547,3729,281.5820004
Meta Ads,2022-10-25,CAMPAIGN124449,85094,1620,161.1599998
YouTube,2022-01-01,CAMPAIGN54947,2551067,12783,603.521285
YouTube,2022-01-02,CAMPAIGN54947,2551067,12780,603.521285
YouTube,2022-01-03,CAMPAIGN55006,1393926,3657,304.5057396
YouTube,2022-01-04,CAMPAIGN55006,1393926,3657,304.5057396
YouTube,2022-01-05,CAMPAIGN54797,6787327,17794,1607.222785
YouTube,2022-01-06,CAMPAIGN54797,973705,2306,230.5150146
YouTube,2022-01-07,CAMPAIGN54888,3881395,11056,747.5626352
YouTube,2022-01-08,CAMPAIGN54888,708821,1677,139.3494232
YouTube,2022-01-09,CAMPAIGN55059,536382,1117,103.7306844
YouTube,2022-01-10,CAMPAIGN55059,159642,524,27.3181552
YouTube,2022-01-11,CAMPAIGN55059,68875,127,13.504893
YouTube,2022-01-12,CAMPAIGN55059,19054,51,3.3255034
YouTube,2022-01-13,CAMPAIGN55057,557503,1086,100.7825654
YouTube,2022-01-14,CAMPAIGN55057,235033,682,41.8778422
YouTube,2022-01-15,CAMPAIGN55057,75138,118,13.736994
YouTube,2022-01-16,CAMPAIGN55057,25789,57,4.6984584
YouTube,2022-01-17,CAMPAIGN55032,895621,2744,182.2152046
YouTube,2022-01-18,CAMPAIGN55032,243195,577,45.6606038
YouTube,2022-01-19,CAMPAIGN55032,108425,271,21.0899706
YouTube,2022-01-20,CAMPAIGN55032,45639,105,9.4456752
YouTube,2022-01-21,CAMPAIGN55032,36253,158,8.4463832
YouTube,2022-01-22,CAMPAIGN55040,753254,1781,155.4048238
YouTube,2022-01-23,CAMPAIGN55040,187210,389,35.7645564
YouTube,2022-01-24,CAMPAIGN55040,88585,197,17.4413842
YouTube,2022-01-25,CAMPAIGN55040,71160,174,13.052174
YouTube,2022-01-26,CAMPAIGN55040,17936,52,3.5158248
YouTube,2022-01-27,CAMPAIGN55058,552731,3063,53.7526122
YouTube,2022-01-28,CAMPAIGN55058,180548,425,30.1694364
YouTube,2022-01-29,CAMPAIGN55087,320688,13,47.9785912
YouTube,2022-01-30,CAMPAIGN55064,504589,312,65.9333228
YouTube,2022-01-31,CAMPAIGN55064,171033,182,28.3458486
YouTube,2022-02-01,CAMPAIGN55064,116744,48,12.6224148
YouTube,2022-02-02,CAMPAIGN55064,35255,13,4.899346
YouTube,2022-02-03,CAMPAIGN55083,342733,51,37.157148
YouTube,2022-02-04,CAMPAIGN55083,139593,72,24.2321812
YouTube,2022-02-05,CAMPAIGN55042,718123,2756,147.7787828
YouTube,2022-02-06,CAMPAIGN55097,263522,644,59.95466
YouTube,2022-02-07,CAMPAIGN55115,134833,303,25.1025628
YouTube,2022-02-08,CAMPAIGN55115,81890,291,15.6838502
YouTube,2022-02-09,CAMPAIGN55115,19324,53,3.3148426
YouTube,2022-02-10,CAMPAIGN55115,17175,88,3.0379666
YouTube,2022-02-11,CAMPAIGN55115,10175,18,1.5529192
YouTube,2022-02-12,CAMPAIGN55115,8952,37,1.7121502
YouTube,2022-02-13,CAMPAIGN55115,8802,39,1.7772186
YouTube,2022-02-14,CAMPAIGN55115,5356,20,1.0244902
YouTube,2022-02-15,CAMPAIGN55115,5188,11,0.9348254
YouTube,2022-02-16,CAMPAIGN55115,4278,3,0.8681756
YouTube,2022-02-17,CAMPAIGN55115,3506,17,0.6806186
YouTube,2022-02-18,CAMPAIGN55115,2337,9,0.5079884
YouTube,2022-02-19,CAMPAIGN55090,298595,414,61.245565
YouTube,2022-02-20,CAMPAIGN55090,89060,143,18.6618118
YouTube,2022-02-21,CAMPAIGN55090,22973,42,3.8018578
YouTube,2022-02-22,CAMPAIGN55090,20430,13,4.2797768
YouTube,2022-02-23,CAMPAIGN55090,8745,1,1.1475336
YouTube,2022-02-24,CAMPAIGN55090,7973,13,1.3839764
YouTube,2022-02-25,CAMPAIGN55090,3594,1,0.7434704
YouTube,2022-02-26,CAMPAIGN55090,2125,0,0.3734018
YouTube,2022-02-27,CAMPAIGN55090,1921,1,0.492067
YouTube,2022-02-28,CAMPAIGN55090,1795,1,0.4180128
YouTube,2022-03-01,CAMPAIGN55090,1025,0,0.241859
YouTube,2022-03-02,CAMPAIGN55090,804,2,0.2036412
YouTube,2022-03-03,CAMPAIGN55090,313,0,0.0665364
YouTube,2022-03-04,CAMPAIGN55090,243,0,0.0633738
YouTube,2022-03-05,CAMPAIGN55090,207,0,0.0489692
YouTube,2022-03-06,CAMPAIGN55090,112,0,0.0337578
YouTube,2022-03-07,CAMPAIGN55093,282831,357,57.862003
YouTube,2022-03-08,CAMPAIGN55027,1003573,3478,161.2149316
YouTube,2022-03-09,CAMPAIGN55027,336557,776,57.7112896
YouTube,2022-03-10,CAMPAIGN55027,256799,1269,42.7652676
YouTube,2022-03-11,CAMPAIGN55027,178117,265,33.6420968
YouTube,2022-03-12,CAMPAIGN55027,148566,283,21.5506774
YouTube,2022-03-13,CAMPAIGN55027,50179,80,9.2797996
YouTube,2022-03-14,CAMPAIGN55027,35010,45,4.8074288
YouTube,2022-03-15,CAMPAIGN55027,33020,68,4.421405
YouTube,2022-03-16,CAMPAIGN55027,8329,20,1.5358028
YouTube,2022-03-17,CAMPAIGN55027,8220,11,1.5823508
YouTube,2022-03-18,CAMPAIGN55027,7591,8,1.5471478
YouTube,2022-03-19,CAMPAIGN55027,7154,13,1.3179246
YouTube,2022-03-20,CAMPAIGN55027,582,1,0.0866624
YouTube,2022-03-21,CAMPAIGN55027,490,1,0.076544
YouTube,2022-03-22,CAMPAIGN55027,459,0,0.0764202
YouTube,2022-03-23,CAMPAIGN55027,324,0,0.0571714
YouTube,2022-03-24,CAMPAIGN55105,215240,244,35.822596
YouTube,2022-03-25,CAMPAIGN55105,131160,293,24.6686548
YouTube,2022-03-26,CAMPAIGN55105,60363,137,7.4103682
YouTube,2022-03-27,CAMPAIGN55105,41509,96,6.295435
YouTube,2022-03-28,CAMPAIGN55105,21227,26,3.8160806
YouTube,2022-03-29,CAMPAIGN55105,21005,68,2.6867888
YouTube,2022-03-30,CAMPAIGN55105,6787,12,1.1583676
YouTube,2022-03-31,CAMPAIGN55105,5904,5,1.0123402
YouTube,2022-04-01,CAMPAIGN55105,4192,15,0.6884708
YouTube,2022-04-02,CAMPAIGN55105,3923,5,0.5193752
YouTube,2022-04-03,CAMPAIGN55105,3133,3,0.5758266
YouTube,2022-04-04,CAMPAIGN55105,2841,3,0.5452386
YouTube,2022-04-05,CAMPAIGN55105,2483,3,0.3545902
YouTube,2022-04-06,CAMPAIGN55105,1615,2,0.2597324
YouTube,2022-04-07,CAMPAIGN55105,1376,1,0.2392036
YouTube,2022-04-08,CAMPAIGN55105,644,0,0.1266012
YouTube,2022-04-09,CAMPAIGN55094,277757,420,47.5379356
YouTube,2022-04-10,CAMPAIGN55094,197362,543,38.622556
YouTube,2022-04-11,CAMPAIGN55094,62086,114,10.1233522
YouTube,2022-04-12,CAMPAIGN55094,45503,44,9.3111146
YouTube,2022-04-13,CAMPAIGN55094,41358,23,8.4545176
YouTube,2022-04-14,CAMPAIGN55094,28563,102,5.068969
YouTube,2022-04-15,CAMPAIGN55094,26115,44,6.525196
YouTube,2022-04-16,CAMPAIGN55094,15027,21,2.7491066
YouTube,2022-04-17,CAMPAIGN55094,13615,59,2.8763036
YouTube,2022-04-18,CAMPAIGN55094,11267,8,1.525314
YouTube,2022-04-19,CAMPAIGN55094,7395,18,1.5697964
YouTube,2022-04-20,CAMPAIGN55094,4856,10,1.174727
YouTube,2022-04-21,CAMPAIGN55095,270161,28,39.6107478
YouTube,2022-04-22,CAMPAIGN55095,168646,51,28.3204552
YouTube,2022-04-23,CAMPAIGN55095,33703,4,3.4501024
YouTube,2022-04-24,CAMPAIGN55095,25523,8,2.4687248
YouTube,2022-04-25,CAMPAIGN55095,24062,6,3.5370538
YouTube,2022-04-26,CAMPAIGN55095,18164,5,3.1882346
YouTube,2022-04-27,CAMPAIGN55095,6735,1,0.6526452
YouTube,2022-04-28,CAMPAIGN55095,5879,0,0.4941288
YouTube,2022-04-29,CAMPAIGN55095,2079,2,0.2809858
YouTube,2022-04-30,CAMPAIGN55095,1623,0,0.2577394
YouTube,2022-05-01,CAMPAIGN55095,1536,2,0.1977298
YouTube,2022-05-02,CAMPAIGN55095,1500,0,0.2413984
YouTube,2022-05-03,CAMPAIGN55095,1228,0,0.1904618
YouTube,2022-05-04,CAMPAIGN55095,1162,0,0.168681
YouTube,2022-05-05,CAMPAIGN55095,969,2,0.1568592
YouTube,2022-05-06,CAMPAIGN55095,537,0,0.0972628
YouTube,2022-05-07,CAMPAIGN55024,1042202,206,147.238049
YouTube,2022-05-08,CAMPAIGN55024,111634,26,16.0873736
YouTube,2022-05-09,CAMPAIGN55086,330814,368,58.3604604
YouTube,2022-05-10,CAMPAIGN55086,253727,304,40.5256664
YouTube,2022-05-11,CAMPAIGN55086,221124,237,35.8228138
YouTube,2022-05-12,CAMPAIGN55086,82021,84,11.0848254
YouTube,2022-05-13,CAMPAIGN55043,684894,788,97.1558208
YouTube,2022-05-14,CAMPAIGN55043,351851,739,63.3676402
YouTube,2022-05-15,CAMPAIGN55114,138211,172,27.7698598
YouTube,2022-05-16,CAMPAIGN55114,124388,101,21.0622206
YouTube,2022-05-17,CAMPAIGN55114,105330,76,18.2487268
YouTube,2022-05-18,CAMPAIGN55114,21570,23,3.3774526
YouTube,2022-05-19,CAMPAIGN55101,235324,158,35.4281474
YouTube,2022-05-20,CAMPAIGN55101,131482,219,24.5032752
YouTube,2022-05-21,CAMPAIGN55028,993082,3890,122.5253142
YouTube,2022-05-22,CAMPAIGN55028,563920,1918,92.4142938
YouTube,2022-05-23,CAMPAIGN55047,664631,228,92.6462202
YouTube,2022-05-24,CAMPAIGN55047,643974,265,109.8270884
YouTube,2022-05-25,CAMPAIGN55047,439438,124,63.7773268
YouTube,2022-05-26,CAMPAIGN55047,238384,24,24.5478926
YouTube,2022-05-27,CAMPAIGN55067,492075,396,70.9342182
YouTube,2022-05-28,CAMPAIGN55067,463511,479,80.2427816
YouTube,2022-05-29,CAMPAIGN55067,293348,269,45.4295612
YouTube,2022-05-30,CAMPAIGN55067,54713,64,5.9243014
YouTube,2022-05-31,CAMPAIGN55111,167180,154,32.0390896
YouTube,2022-06-01,CAMPAIGN55111,111970,436,22.9044216
YouTube,2022-06-02,CAMPAIGN55111,25769,65,3.8653036
YouTube,2022-06-03,CAMPAIGN55111,19184,22,3.4920288
YouTube,2022-06-04,CAMPAIGN55111,16551,34,2.2005496
YouTube,2022-06-05,CAMPAIGN55111,11595,13,2.624334
YouTube,2022-06-06,CAMPAIGN55111,7310,8,1.200522
YouTube,2022-06-07,CAMPAIGN55111,5181,6,0.785732
YouTube,2022-06-08,CAMPAIGN55111,2781,4,0.3902592
YouTube,2022-06-09,CAMPAIGN55111,1271,0,0.2244338
YouTube,2022-06-10,CAMPAIGN55111,1034,3,0.2179658
YouTube,2022-06-11,CAMPAIGN55111,898,0,0.1889608
YouTube,2022-06-12,CAMPAIGN55111,858,1,0.1616686
YouTube,2022-06-13,CAMPAIGN55111,843,0,0.1548094
YouTube,2022-06-14,CAMPAIGN55111,532,1,0.1053122
YouTube,2022-06-15,CAMPAIGN55111,394,0,0.0861608
YouTube,2022-06-16,CAMPAIGN55084,336863,312,60.8850582
YouTube,2022-06-17,CAMPAIGN55084,241213,880,46.0785932
YouTube,2022-06-18,CAMPAIGN55084,87393,166,15.1392202
YouTube,2022-06-19,CAMPAIGN55084,60361,95,10.587612
YouTube,2022-06-20,CAMPAIGN55084,36781,49,5.110134
YouTube,2022-06-21,CAMPAIGN55084,19512,21,2.3564164
YouTube,2022-06-22,CAMPAIGN55084,11535,6,1.5019644
YouTube,2022-06-23,CAMPAIGN55084,7541,15,1.3984684
YouTube,2022-06-24,CAMPAIGN55084,7428,3,0.859096
YouTube,2022-06-25,CAMPAIGN55084,6795,8,1.2374826
YouTube,2022-06-26,CAMPAIGN55084,6089,6,1.3157914
YouTube,2022-06-27,CAMPAIGN55084,4901,4,0.9516092
YouTube,2022-06-28,CAMPAIGN55084,3569,5,0.6866432
YouTube,2022-06-29,CAMPAIGN55084,2626,2,0.4773882
YouTube,2022-06-30,CAMPAIGN55084,2023,2,0.3323568
YouTube,2022-07-01,CAMPAIGN55084,1118,0,0.2376232
YouTube,2022-07-02,CAMPAIGN55074,448303,453,62.6439602
YouTube,2022-07-03,CAMPAIGN55074,327420,531,48.5796758
YouTube,2022-07-04,CAMPAIGN55074,68866,78,9.0778564
YouTube,2022-07-05,CAMPAIGN55074,38273,12,3.676776
YouTube,2022-07-06,CAMPAIGN55100,239688,114,29.3150232
YouTube,2022-07-07,CAMPAIGN55100,128484,149,21.2661826
YouTube,2022-07-08,CAMPAIGN55103,227843,330,47.2896254
YouTube,2022-07-09,CAMPAIGN55103,155997,109,27.5131316
YouTube,2022-07-10,CAMPAIGN55103,154039,113,27.9267114
YouTube,2022-07-11,CAMPAIGN55103,25279,15,3.440059
YouTube,2022-07-12,CAMPAIGN55034,876942,1054,126.4775044
YouTube,2022-07-13,CAMPAIGN55034,572381,926,99.0563764
YouTube,2022-07-14,CAMPAIGN55075,446229,451,85.8616148
YouTube,2022-07-15,CAMPAIGN55075,356406,276,59.7222556
YouTube,2022-07-16,CAMPAIGN55075,305860,260,51.3819466
YouTube,2022-07-17,CAMPAIGN55075,79065,86,10.9723994
YouTube,2022-07-18,CAMPAIGN55051,615157,127,63.9539262
YouTube,2022-07-19,CAMPAIGN55051,245732,115,38.545676
YouTube,2022-07-20,CAMPAIGN55016,1180476,849,287.2165484
YouTube,2022-07-21,CAMPAIGN55021,1067940,1059,621.8550162
YouTube,2022-07-22,CAMPAIGN55021,470582,682,325.5996336
YouTube,2022-07-23,CAMPAIGN55021,84933,77,50.78792
YouTube,2022-07-24,CAMPAIGN55021,80038,61,46.7568112
YouTube,2022-07-25,CAMPAIGN55076,428335,2959,67.5965514
YouTube,2022-07-26,CAMPAIGN55076,33741,200,5.483797
YouTube,2022-07-27,CAMPAIGN55071,463063,3725,86.5188932
YouTube,2022-07-28,CAMPAIGN55108,188163,732,28.755812
YouTube,2022-07-29,CAMPAIGN55068,490814,339,84.5147682
YouTube,2022-07-30,CAMPAIGN55068,99557,493,17.6407408
YouTube,2022-07-31,CAMPAIGN55081,381729,687,155.1001578
YouTube,2022-08-01,CAMPAIGN55081,341798,545,136.0371894
YouTube,2022-08-02,CAMPAIGN55081,129479,473,58.4483938
YouTube,2022-08-03,CAMPAIGN55081,108689,398,48.158991
YouTube,2022-08-04,CAMPAIGN55081,93135,119,41.7845424
YouTube,2022-08-05,CAMPAIGN55081,84776,356,29.2735964
YouTube,2022-08-06,CAMPAIGN55081,84739,331,29.2884172
YouTube,2022-08-07,CAMPAIGN55081,84393,329,29.2040006
YouTube,2022-08-08,CAMPAIGN55081,84325,372,29.1941588
YouTube,2022-08-09,CAMPAIGN55081,83778,348,28.776143
YouTube,2022-08-10,CAMPAIGN55081,81755,86,38.8180962
YouTube,2022-08-11,CAMPAIGN55081,80088,300,33.508397
YouTube,2022-08-12,CAMPAIGN55081,79186,288,32.9362956
YouTube,2022-08-13,CAMPAIGN55081,78432,262,32.8268996
YouTube,2022-08-14,CAMPAIGN55081,76677,248,31.6401586
YouTube,2022-08-15,CAMPAIGN55081,60916,76,28.2516998
